1,1,13.59843401,1,1s
2,1,54.41776311,0,
3,1,122.4543538,0,
4,1,217.7185766,0,
5,1,340.226008,0,
6,1,489.993177,0,
7,1,667.04609,0,
8,1,871.40985,0,
9,1,1103.11743,0,
10,1,1362.1991,0,
11,1,1648.702,0,
12,1,1962.664,0,
13,1,2304.14,0,
14,1,2673.1774,0,
15,1,3069.8414,0,
16,1,3494.1877,0,
17,1,3946.2908,0,
18,1,4426.2227,0,
19,1,4934.0482,0,
20,1,5469.8614,0,
21,1,6033.754,0,
22,1,6625.807,0,
23,1,7246.122,0,
24,1,7894.799,0,
25,1,8571.948,0,
26,1,9277.681,0,
27,1,10012.122,0,
28,1,10775.386,0,
29,1,11567.612,0,
30,1,12388.928,0,
31,1,13239.488,0,
32,1,14119.429,0,
33,1,15028.906,0,
34,1,15968.083,0,
35,1,16937.126,0,
36,1,17936.208,0,
37,1,18965.51,0,
38,1,20025.23,0,
39,1,21115.55,0,
40,1,22236.68,0,
41,1,23388.8,0,
42,1,24572.15,0,
43,1,25786.99,0,
44,1,27033.5,0,
45,1,28311.96,0,
46,1,29622.6,0,
47,1,30965.7,0,
48,1,32341.49,0,
49,1,33750.31,0,
50,1,35192.39,0,
51,1,36668.05,0,
52,1,38177.56,0,
53,1,39721.41,0,
54,1,41299.71,0,
55,1,42912.99,0,
56,1,44561.47,0,
57,1,46245.6,0,
58,1,47965.72,0,
59,1,49722.2,0,
60,1,51515.58,0,
61,1,53346.1,0,
62,1,55214.23,0,
63,1,57120.6,0,
64,1,59065.52,0,
65,1,61049.64,0,
66,1,63073.5,0,
67,1,65136.8,0,
68,1,67241.85,0,
69,1,69387.34,0,
70,1,71574.79,0,
71,1,73804.8,0,
72,1,76077.8,0,
73,1,78394.7,0,
74,1,80755.6,0,
75,1,83162.3,0,
76,1,85614.4,0,
77,1,88113.3,0,
78,1,90660,0,
79,1,93254.3,0,
80,1,95897.7,0,
81,1,98591.6,0,
82,1,101336.4,0,
83,1,104132.8,0,
84,1,106982.7,0,
85,1,109886,0,
86,1,112843.7,0,
87,1,115859,0,
88,1,118931.3,0,
89,1,122062.9,0,
90,1,125253.4,0,
91,1,128507,0,
92,1,131821,0,
93,1,135202,0,
94,1,138646,0,
95,1,142161,0,
96,1,145743,0,
97,1,149398,0,
98,1,153124,0,
99,1,156926,0,
100,1,160804,0,
101,1,164764,0,
102,1,168806,0,
103,1,172930,0,
104,1,177148,0,
105,1,181444,0,
106,1,185839,0,
107,1,190331,0,
108,1,194917,0,
109,1,199606,0,
110,1,204400,0,
2,2,24.58738794,1,1s2
3,2,75.6400937,0,
4,2,153.896198,0,
5,2,259.3715,0,
6,2,392.0905,0,
7,2,552.06731,0,
8,2,739.32679,0,
9,2,953.898,0,
10,2,1195.80779,0,
11,2,1465.13444,0,
12,2,1761.80481,0,
13,2,2085.97693,0,
14,2,2437.65804,0,
15,2,2816.90867,0,
16,2,3223.78059,0,
17,2,3658.34362,0,
18,2,4120.6655,0,
19,2,4610.86998,0,
20,2,5128.8576,0,
21,2,5674.9034,0,
22,2,6249.0223,0,
23,2,6851.3106,0,
24,2,7481.8625,0,
25,2,8140.7869,0,
26,2,8828.1875,0,
27,2,9544.183,0,
28,2,10288.8858,0,
29,2,11062.4309,0,
30,2,11864.9394,0,
31,2,12696.5569,0,
32,2,13557.4202,0,
33,2,14447.6778,0,
34,2,15367.4907,0,
35,2,16317.01,0,
36,2,17296.42,0,
37,2,18305.883,0,
38,2,19345.587,0,
39,2,20415.716,0,
40,2,21516.469,0,
41,2,22648.045,0,
42,2,23810.653,0,
43,2,25004.532,0,
44,2,26229.894,0,
45,2,27486.982,0,
46,2,28776.033,0,
47,2,30097.317,0,
48,2,31451.06,0,
49,2,32837.59,0,
50,2,34257.141,0,
51,2,35710.03,0,
52,2,37196.52,0,
53,2,38716.994,0,
54,2,40271.722,0,
55,2,41861.073,0,
56,2,43485.364,0,
57,2,45144.994,0,
58,2,46840.304,0,
59,2,48571.71,0,
60,2,50339.587,0,
61,2,52144.29,0,
62,2,53986.11,0,
63,2,55865.9,0,
64,2,57783.9,0,
65,2,59739.25,0,
66,2,61736.55,0,
67,2,63772.42,0,
68,2,65848.24,0,
69,2,67965.26,0,
70,2,70123.04,0,
71,2,72322.91,0,
72,2,74565.93,0,
73,2,76852.02,0,
74,2,79181.93,0,
75,2,81556.9,0,
76,2,83976.2,0,
77,2,86438.9,0,
78,2,88955.17,0,
79,2,91515.82,0,
80,2,94124.7,0,
81,2,96783.2,0,
82,2,99491.85,0,
83,2,102251.76,0,
84,2,105064.3,0,
85,2,107923.4,0,
86,2,110842,0,
87,2,113817.2,0,
88,2,116848.7,0,
89,2,119939,0,
90,2,123086.4,0,
91,2,126296.6,0,
92,2,129570.3,0,
93,2,132901.8,0,
94,2,136299.2,0,
95,2,139769.5,0,
96,2,143299.6,0,
97,2,146904.7,0,
98,2,150579.3,0,
99,2,154328,0,
100,2,158152.5,0,
101,2,162052.8,0,
102,2,166028.9,0,
103,2,170080.8,0,
104,2,174208.5,0,
105,2,178412,0,
106,2,182691.3,0,
107,2,187046.4,0,
108,2,191477.3,0,
109,2,195984,0,
110,2,200566.5,0,
3,3,5.391714761,1,1s2.2s
4,3,18.211153,0,
5,3,37.93058,0,
6,3,64.49358,0,
7,3,97.89013,0,
8,3,138.1189,0,
9,3,185.1868,0,
10,3,239.0969,0,
11,3,299.86,0,
12,3,367.5,0,
13,3,442.005,0,
14,3,523.415,0,
15,3,611.74,0,
16,3,706.994,0,
17,3,809.198,0,
18,3,918.374,0,
19,3,1034.541,0,
20,3,1157.726,0,
21,3,1287.956,0,
22,3,1425.257,0,
23,3,1569.656,0,
24,3,1721.183,0,
25,3,1879.87,0,
26,3,2045.759,0,
27,3,2218.876,0,
28,3,2399.259,0,
29,3,2586.954,0,
30,3,2781.996,0,
31,3,2984.426,0,
32,3,3194.293,0,
33,3,3411.643,0,
34,3,3636.526,0,
35,3,3868.986,0,
36,3,4109.083,0,
37,3,4356.865,0,
38,3,4612.397,0,
39,3,4875.73,0,
40,3,5146.935,0,
41,3,5426.065,0,
42,3,5713.194,0,
43,3,6008.391,0,
44,3,6311.72,0,
45,3,6623.262,0,
46,3,6943.096,0,
47,3,7271.297,0,
48,3,7607.945,0,
49,3,7953.137,0,
50,3,8306.95,0,
51,3,8669.48,0,
52,3,9040.83,0,
53,3,9421.1,0,
54,3,9810.4,0,
55,3,10208.78,0,
56,3,10616.42,0,
57,3,11033.4,0,
58,3,11459.85,0,
59,3,11895.89,0,
60,3,12341.66,0,
61,3,12797.26,0,
62,3,13262.85,0,
63,3,13738.58,0,
64,3,14224.57,0,
65,3,14721,0,
66,3,15228.06,0,
67,3,15745.77,0,
68,3,16274.56,0,
69,3,16814.34,0,
70,3,17365.44,0,
71,3,17928.05,0,
72,3,18502.32,0,
73,3,19088.51,0,
74,3,19686.74,0,
75,3,20297.4,0,
76,3,20920.6,0,
77,3,21556.6,0,
78,3,22205.7,0,
79,3,22868.12,0,
80,3,23544.1,0,
81,3,24234.1,0,
82,3,24938,0,
83,3,25656.9,0,
84,3,26390.4,0,
85,3,27139,0,
86,3,27903.1,0,
87,3,28683.4,0,
88,3,29479.8,0,
89,3,30293,0,
90,3,31122.8,0,
91,3,31971.6,0,
92,3,32836.5,0,
93,3,33722.2,0,
94,3,34625.8,0,
95,3,35549.4,0,
96,3,36493,0,
97,3,37457.6,0,
98,3,38443.5,0,
99,3,39451.4,0,
100,3,40482.2,0,
101,3,41548,0,
102,3,42632,0,
103,3,43759,0,
104,3,44929,0,
105,3,46142,0,
106,3,47398,0,
107,3,48697,0,
108,3,50039,0,
109,3,51424,0,
110,3,52852,0,
4,4,9.322699,1,1s2.2s2
5,4,25.15483,0,
6,4,47.88778,0,
7,4,77.4735,0,
8,4,113.8989,0,
9,4,157.1631,0,
10,4,207.271,0,
11,4,264.192,0,
12,4,327.985,0,
13,4,398.65,0,
14,4,476.18,0,
15,4,560.62,0,
16,4,651.96,0,
17,4,750.2,0,
18,4,855.47,0,
19,4,967.66,0,
20,4,1086.8,0,
21,4,1213.1,0,
22,4,1346.33,0,
23,4,1486.67,0,
24,4,1634,0,
25,4,1788.7,0,
26,4,1950.4,0,
27,4,2119.4,0,
28,4,2295.6,0,
29,4,2479.1,0,
30,4,2669.9,0,
31,4,2868,0,
32,4,3074,0,
33,4,3287,0,
34,4,3507,0,
35,4,3735,0,
36,4,3971,0,
37,4,4214,0,
38,4,4465,0,
39,4,4724,0,
40,4,4991,0,
41,4,5265,0,
42,4,5548,0,
43,4,5838,0,
44,4,6137,0,
45,4,6444,0,
46,4,6759,0,
47,4,7082,0,
48,4,7414,0,
49,4,7754,0,
50,4,8103,0,
51,4,8455,0,
52,4,8821,0,
53,4,9196,0,
54,4,9581,0,
55,4,9974,0,
