116.5,110.0,103.3,96.54
133.9,126.4,118.7,111.0
151.1,142.7,134.1,125.3
184.7,174.8,164.4,153.7
216.4,205.8,194.0,181.5
245.6,235.2,222.6,208.7
295.4,287.8,275.7,260.3
373.4,382.5,381.4,370.3
405.5,435.4,452.4,453.9
406.6,470.5,526.3,562.7
379.1,463.2,549.6,622.1
346.7,441.1,548.9,652.7
316.2,414.9,536.6,666.2
289.2,388.7,519,668.9
265.9,364.2,499.2,665
245.6,341.7,479,657
228.1,321.4,459.2,646.4
187.5,271.8,405.4,607.6
167.6,246.3,375.1,580.5
151.6,225,348.6,554.3
132.6,199.3,315.1,517.9
109.9,167.7,271.6,465.5
94.01,145.1,239.2,422.6
82.23,127.9,214,387.1
73.16,114.6,193.7,357.6
65.96,103.8,177.2,332.4
60.05,95.05,163.4,310.8
55.19,87.71,151.8,292.1
51.08,81.47,141.8,275.9
47.57,76.11,133.1,261.4
44.53,71.45,125.5,248.5
39.52,63.72,112.9,226.6
32.35,52.57,94.27,193.4
25.53,41.83,76.09,159.7
22.44,36.92,67.62,143.6
17.28,28.68,53.23,115.6
11.94,20.05,37.81,84.53
8.237,13.98,26.76,61.33
5.491,9.411,18.29,42.9
3.953,6.823,13.42,32.01
